[14:10:51.090995598] (+?.?????????) lib.eal.thread.lcore.ready: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, cpuset = "12" }
[14:10:51.091044990] (+0.000049392) lib.eal.thread.lcore.ready: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, cpuset = "13" }
[14:10:51.091059249] (+0.000014259) lib.eal.thread.lcore.running: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, f = 0x5651F811F980 }
[14:10:51.091059294] (+0.000000045) lib.eal.thread.lcore.stopped: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC }
[14:10:51.091061089] (+0.000001795) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xC, rc = 0 }
[14:10:51.091064543] (+0.000003454) lib.eal.thread.lcore.running: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, f = 0x5651F811F980 }
[14:10:51.091064590] (+0.000000047) lib.eal.thread.lcore.stopped: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD }
[14:10:51.091064739] (+0.000000149) lib.eal.thread.lcore.ready: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, cpuset = "14" }
[14:10:51.091065672] (+0.000000933) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xD, rc = 0 }
[14:10:51.091069426] (+0.000003754) lib.eal.thread.lcore.running: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, f = 0x5651F811F980 }
[14:10:51.091069442] (+0.000000016) lib.eal.thread.lcore.stopped: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE }
[14:10:51.091070679] (+0.000001237) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xE, rc = 0 }
[14:10:51.091090089] (+0.000019410) lib.eal.thread.lcore.ready: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, cpuset = "15" }
[14:10:51.091091630] (+0.000001541) lib.eal.thread.lcore.running: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, f = 0x5651F811F980 }
[14:10:51.091091645] (+0.000000015) lib.eal.thread.lcore.stopped: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF }
[14:10:51.091092966] (+0.000001321) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xF, rc = 0 }
[14:10:51.349845326] (+0.000000055) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47FA40 }
[14:10:51.349845334] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47FA40 }
[14:10:51.349845393] (+0.000000059) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F980 }
[14:10:51.349845402] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F980 }
[14:10:51.349845516] (+0.000000114) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F8C0 }
[14:10:51.349845524] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F8C0 }
[14:10:51.349845580] (+0.000000056) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F800 }
[14:10:51.349845589] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F800 }
[14:10:51.349845646] (+0.000000057) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F740 }
[14:10:51.349845654] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F740 }
[14:10:51.349845714] (+0.000000060) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F680 }
[14:10:51.349845723] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F680 }
[14:10:51.349845833] (+0.000000110) lib.ethdev.callback_register: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, event = 0, cb_fn = 0x5651F7F0FD20, cb_arg = 0x0 }
[14:10:51.349845846] (+0.000000013) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, is_valid = 0 }
[14:10:51.349845929] (+0.000000083) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F5C0 }
[14:10:51.349845937] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F5C0 }
[14:10:51.349846028] (+0.000000091) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F500 }
[14:10:51.349846036] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F500 }
[14:10:51.349846092] (+0.000000056) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F440 }
[14:10:51.349846101] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F440 }
[14:10:51.349846156] (+0.000000055) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F380 }
[14:10:51.349846167] (+0.000000011) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F380 }
[14:10:51.349846223] (+0.000000056) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F2C0 }
[14:10:51.349846232] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F2C0 }
[14:10:51.349846294] (+0.000000062) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F200 }
[14:10:51.349846304] (+0.000000010) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F200 }
[14:10:51.349846362] (+0.000000058) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F140 }
[14:10:51.349846370] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F140 }
[14:10:51.349846435] (+0.000000065) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F080 }
[14:10:51.349846442] (+0.000000007) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47F080 }
[14:10:51.349846500] (+0.000000058) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EFC0 }
[14:10:51.349846509] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EFC0 }
[14:10:51.349846587] (+0.000000078) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EF00 }
[14:10:51.349846595] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EF00 }
[14:10:51.349846653] (+0.000000058) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EE40 }
[14:10:51.349846662] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EE40 }
[14:10:51.349846718] (+0.000000056) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47ED80 }
[14:10:51.349846726] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47ED80 }
[14:10:51.349846784] (+0.000000058) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47ECC0 }
[14:10:51.349846796] (+0.000000012) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47ECC0 }
[14:10:51.349846853] (+0.000000057) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EC00 }
[14:10:51.349846861] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EC00 }
[14:10:51.349846918] (+0.000000057) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EB40 }
[14:10:51.349846926] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EB40 }
[14:10:51.349846986] (+0.000000060) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EA80 }
[14:10:51.349846994] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47EA80 }
[14:10:51.349847053] (+0.000000059) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E9C0 }
[14:10:51.349847061] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E9C0 }
[14:10:51.349847119] (+0.000000058) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E900 }
[14:10:51.349847127] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E900 }
[14:10:51.349847181] (+0.000000054) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E840 }
[14:10:51.349847189] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E840 }
[14:10:51.349847248] (+0.000000059) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E780 }
[14:10:51.349847256] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E780 }
[14:10:51.349847316] (+0.000000060) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E6C0 }
[14:10:51.349847324] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E6C0 }
[14:10:51.349847379] (+0.000000055) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E600 }
[14:10:51.349847387] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E600 }
[14:10:51.349847444] (+0.000000057) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E540 }
[14:10:51.349847452] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E540 }
[14:10:51.349847512] (+0.000000060) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E480 }
[14:10:51.349847521] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E480 }
[14:10:51.349847581] (+0.000000060) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E3C0 }
[14:10:51.349847589] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E3C0 }
[14:10:51.349847645] (+0.000000056) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E300 }
[14:10:51.349847653] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E300 }
[14:10:51.349847708] (+0.000000055) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E240 }
[14:10:51.349847716] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E240 }
[14:10:51.349847773] (+0.000000057) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E180 }
[14:10:51.349847782] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E180 }
[14:10:51.349847837] (+0.000000055) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E0C0 }
[14:10:51.349847849] (+0.000000012) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E0C0 }
[14:10:51.349847906] (+0.000000057) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E000 }
[14:10:51.349847915] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47E000 }
[14:10:51.349847972] (+0.000000057) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DF40 }
[14:10:51.349847981] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DF40 }
[14:10:51.349848038] (+0.000000057) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DE80 }
[14:10:51.349848047] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DE80 }
[14:10:51.349848070] (+0.000000023) lib.ethdev.callback_register: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, event = 1, cb_fn = 0x5651F7F0FD20, cb_arg = 0x0 }
[14:10:51.349848077] (+0.000000007) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, is_valid = 0 }
[14:10:51.349848142] (+0.000000065) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DDC0 }
[14:10:51.349848150] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DDC0 }
[14:10:51.349848226] (+0.000000076) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DD00 }
[14:10:51.349848234] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DD00 }
[14:10:51.349848289] (+0.000000055) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DC40 }
[14:10:51.349848300] (+0.000000011) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DC40 }
[14:10:51.349848359] (+0.000000059) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DB80 }
[14:10:51.349848367] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DB80 }
[14:10:51.349848431] (+0.000000064) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DAC0 }
[14:10:51.349848439] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DAC0 }
[14:10:51.349848495] (+0.000000056) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DA00 }
[14:10:51.349848505] (+0.000000010) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47DA00 }
[14:10:51.349848564] (+0.000000059) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D940 }
[14:10:51.349848572] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D940 }
[14:10:51.349848632] (+0.000000060) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D880 }
[14:10:51.349848641] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D880 }
[14:10:51.349848697] (+0.000000056) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D7C0 }
[14:10:51.349848707] (+0.000000010) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D7C0 }
[14:10:51.349848777] (+0.000000070) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D700 }
[14:10:51.349848785] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D700 }
[14:10:51.349848867] (+0.000000082) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D640 }
[14:10:51.349848875] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D640 }
[14:10:51.349848959] (+0.000000084) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D580 }
[14:10:51.349848968] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D580 }
[14:10:51.349849028] (+0.000000060) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D4C0 }
[14:10:51.349849036] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D4C0 }
[14:10:51.349849092] (+0.000000056) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D400 }
[14:10:51.349849100] (+0.000000008) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D400 }
[14:10:51.349849157] (+0.000000057) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D340 }
[14:10:51.349849166] (+0.000000009) lib.eal.mem.zmalloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D340 }
[14:10:51.349849222] (+0.000000056) lib.eal.mem.malloc: { cpu_id = 0xB, name = "dpdk-testpmd" }, { type = "INTR_USER_CALLBACK", size = 0x30, align = 0x0, socket = -1, ptr = 0x17F47D280 }
